,language_id,id,cladesOrder,clade_id,iso_code,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,ascii_name,utf8_name,description,earliestTimeDepthBound,latestTimeDepthBound,progress,author,foss_stat,glottocode,level0,level1,level2,level3,low_stat,representative,reviewer,rfcWebPath1,rfcWebPath2,soundcompcode,variety,sortRankInClade,sndCompLevel0,sndCompLevel1,sndCompLevel2,sndCompLevel3,entryTimeframe,originalAsciiName,historical,notInExport,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,uniformLower,uniformUpper,latitude,longitude,exampleLanguage,fragmentary,nativeScriptIsRtl,loc_justification
45,35,51756,2,24,hin,5520,200,1,Hindi,Hindi,"Hindi:  the official language of India, and a lingua franca for almost all of nothern India.",NA,NA,5,Krzysztof Stroński,FALSE,hind1269,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,45,8,0,0,0,NA,Hindi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,28.704,77.102,TRUE,FALSE,FALSE,"Set on Delhi, India"
44,35,51755,3,33,hin,6981,200,1,Hindi,Hindi,"Hindi:  the official language of India, and a lingua franca for almost all of nothern India.",NA,NA,5,Krzysztof Stroński,FALSE,hind1269,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,45,8,0,0,0,NA,Hindi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,28.704,77.102,TRUE,FALSE,FALSE,"Set on Delhi, India"
117,80,3033,3,22,hit,6932,4700,1,Hittite,Hittite,,NA,NA,5,Matilde Serangeli and Matthew Scarborough,FALSE,hitt1242,1,0,0,0,FALSE,TRUE,NA,,NA,NA,,10,6,0,0,0,NA,Hittite,TRUE,FALSE,N,NA,NA,NA,3450,125,NA,NA,40.01,34.62,FALSE,FALSE,FALSE,Site of Boğhazkale (Boğhazköy) identified with the Hittite capital Ḫattuša.
46,36,51959,3,1,isl,4889,1000,0.99,Icelandic,Icelandic,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,icel1247,8,2,1,0,FALSE,FALSE,NA,,NA,NA,,20,1,2,0,0,NA,Icelandic,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,64.139,-21.951,FALSE,FALSE,FALSE,"Set in Reykjavík (on the Árni Magnússon Institute), as the capital of Iceland, given the general perception that dialectal variation by geography is in any case minimal."
48,36,51961,1,3,isl,4889,1000,0.99,Icelandic,Icelandic,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,icel1247,8,2,1,0,FALSE,FALSE,NA,,NA,NA,,20,1,2,0,0,NA,Icelandic,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,64.139,-21.951,FALSE,FALSE,FALSE,"Set in Reykjavík (on the Árni Magnússon Institute), as the capital of Iceland, given the general perception that dialectal variation by geography is in any case minimal."
47,36,51960,2,37,isl,4889,1000,0.99,Icelandic,Icelandic,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,icel1247,8,2,1,0,FALSE,FALSE,NA,,NA,NA,,20,1,2,0,0,NA,Icelandic,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,64.139,-21.951,FALSE,FALSE,FALSE,"Set in Reykjavík (on the Árni Magnússon Institute), as the capital of Iceland, given the general perception that dialectal variation by geography is in any case minimal."
51,39,52046,3,5,ita,5564,300,1,Italian,Italian,,NA,NA,5,Cormac Anderson and Matilde Serangeli,FALSE,ital1282,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard (originally based on the Florence dialect of Dante),37,2,4,0,0,NA,Italian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,43.77,11.25,TRUE,FALSE,FALSE,"Set in Florence, the dialect of which historically formed the basis of standard ‘Italian’."
53,39,52048,1,34,ita,5564,300,1,Italian,Italian,,NA,NA,5,Cormac Anderson and Matilde Serangeli,FALSE,ital1282,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard (originally based on the Florence dialect of Dante),37,2,4,0,0,NA,Italian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,43.77,11.25,TRUE,FALSE,FALSE,"Set in Florence, the dialect of which historically formed the basis of standard ‘Italian’."
52,39,52047,2,51,ita,5564,300,1,Italian,Italian,,NA,NA,5,Cormac Anderson and Matilde Serangeli,FALSE,ital1282,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard (originally based on the Florence dialect of Dante),37,2,4,0,0,NA,Italian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,43.77,11.25,TRUE,FALSE,FALSE,"Set in Florence, the dialect of which historically formed the basis of standard ‘Italian’."
268,216,51792,2,27,wbk,6981,1500,1,KalasaAlaNiseigram_Legacy,Kalaṣa-alâ: Nišeigrâm_Legacy,"Kalaṣa-alâ consists of two major dialect groups, one comprising four villages of the upper Wâigal Valley plus four villages in adjacent valleys, the other including five villages in the lower valley.  Each village has its own sub-dialect.  The dialect of Nišeigrâm is the major one of the lower dialect group.  Kalaṣa-alâ has been called ""Waigali"" after the name of its home valley, but properly that name should denote only the dialect of the major village of the upper valley,Vâigal.",NA,NA,5,Richard Strand,FALSE,chim1297,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Nišei-alâ, the dialect of Kalaṣa-alâ spoken in Nišeigrâm.",30,0,0,0,0,NA,Kalasa-alaNiseigram,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.093,70.848,FALSE,FALSE,FALSE,"Location of the main community, Niše'i (Nišeigrâm)."
267,216,51791,3,33,wbk,6981,1500,1,KalasaAlaNiseigram_Legacy,Kalaṣa-alâ: Nišeigrâm_Legacy,"Kalaṣa-alâ consists of two major dialect groups, one comprising four villages of the upper Wâigal Valley plus four villages in adjacent valleys, the other including five villages in the lower valley.  Each village has its own sub-dialect.  The dialect of Nišeigrâm is the major one of the lower dialect group.  Kalaṣa-alâ has been called ""Waigali"" after the name of its home valley, but properly that name should denote only the dialect of the major village of the upper valley,Vâigal.",NA,NA,5,Richard Strand,FALSE,chim1297,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Nišei-alâ, the dialect of Kalaṣa-alâ spoken in Nišeigrâm.",30,0,0,0,0,NA,Kalasa-alaNiseigram,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.093,70.848,FALSE,FALSE,FALSE,"Location of the main community, Niše'i (Nišeigrâm)."
434,316,51790,2,27,wbk,6981,750,0.78,KalasalaNiseigram,Kalaṣa-alâ: Nišeigrâm,"Kalaṣa-alâ consists of two major dialect groups, one comprising four villages of the upper Wâigal Valley plus four villages in adjacent valleys, the other including five villages in the lower valley.  Each village has its own sub-dialect.  The dialect of Nišeigrâm is the major one of the lower dialect group.  Kalaṣa-alâ has been called ""Waigali"" after the name of its home valley, but properly that name should denote only the dialect of the major village of the upper valley,Vâigal.",NA,NA,5,Richard Strand,FALSE,chim1297,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Nišei-alâ, the dialect of Kalaṣa-alâ spoken in Nišeigrâm.",30,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.093,70.848,FALSE,FALSE,FALSE,"Location of the main community, Niše'i (Nišeigrâm)."
433,316,51789,3,33,wbk,6981,750,0.78,KalasalaNiseigram,Kalaṣa-alâ: Nišeigrâm,"Kalaṣa-alâ consists of two major dialect groups, one comprising four villages of the upper Wâigal Valley plus four villages in adjacent valleys, the other including five villages in the lower valley.  Each village has its own sub-dialect.  The dialect of Nišeigrâm is the major one of the lower dialect group.  Kalaṣa-alâ has been called ""Waigali"" after the name of its home valley, but properly that name should denote only the dialect of the major village of the upper valley,Vâigal.",NA,NA,5,Richard Strand,FALSE,chim1297,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Nišei-alâ, the dialect of Kalaṣa-alâ spoken in Nišeigrâm.",30,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.093,70.848,FALSE,FALSE,FALSE,"Location of the main community, Niše'i (Nišeigrâm)."
428,312,51778,2,27,xvi,6981,150,1,Kamviri,Kamviri,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  The Kom, at least, are most probably descendants of the ancient Kamboja people, known since the 6th century BCE.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,kamv1242,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Kâmviri dialect of Kâmkata-vari.,10,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.411,71.34,FALSE,FALSE,FALSE,"Location of the main community, Kâmdesh (Kʹombřom)."
427,312,51777,3,33,xvi,6981,150,1,Kamviri,Kamviri,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  The Kom, at least, are most probably descendants of the ancient Kamboja people, known since the 6th century BCE.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,kamv1242,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Kâmviri dialect of Kâmkata-vari.,10,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.411,71.34,FALSE,FALSE,FALSE,"Location of the main community, Kâmdesh (Kʹombřom)."
264,214,51780,2,27,xvi,6981,100,0.92,Kamviri_Legacy,Kâmviri_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  The Kom, at least, are most probably descendants of the ancient Kamboja people, known since the 6th century BCE.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,kamv1242,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Kâmviri dialect of Kâmkata-vari.,10,0,0,0,0,NA,Kamviri,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.411,71.34,FALSE,FALSE,FALSE,"Location of the main community, Kâmdesh (Kʹombřom)."
263,214,51779,3,33,xvi,6981,100,0.92,Kamviri_Legacy,Kâmviri_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  The Kom, at least, are most probably descendants of the ancient Kamboja people, known since the 6th century BCE.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,kamv1242,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Kâmviri dialect of Kâmkata-vari.,10,0,0,0,0,NA,Kamviri,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.411,71.34,FALSE,FALSE,FALSE,"Location of the main community, Kâmdesh (Kʹombřom)."
55,40,51766,2,24,kas,5520,2550,0.82,Kashmiri,Kashmiri,"This is essentially a northern variety of Kashmiri of the Kashmir valley, with respect to more divergent regional forms such as Poguli and Kashtawari spoken outside of the valley. However, this particular sub-variety is the one spoken on the Pakistani-administered side of the Line of Control.",NA,NA,5,Khawaja Rehman,FALSE,kash1277,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Kamraaz variety,77,8,7,0,0,NA,Kashmiri,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.793,74.193,FALSE,FALSE,FALSE,"Set on Sharda (Neelum valley, Azad Jammu & Kashmir), the home of the main language consultant for these IE-CoR data."
54,40,51765,3,33,kas,6981,2550,0.82,Kashmiri,Kashmiri,"This is essentially a northern variety of Kashmiri of the Kashmir valley, with respect to more divergent regional forms such as Poguli and Kashtawari spoken outside of the valley. However, this particular sub-variety is the one spoken on the Pakistani-administered side of the Line of Control.",NA,NA,5,Khawaja Rehman,FALSE,kash1277,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Kamraaz variety,77,8,7,0,0,NA,Kashmiri,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.793,74.193,FALSE,FALSE,FALSE,"Set on Sharda (Neelum valley, Azad Jammu & Kashmir), the home of the main language consultant for these IE-CoR data."
217,175,51913,3,11,csb,3663,400,1,Kashubian,Kashubian,West Slavic minority language spoken in Poland. Central Kashubian as spoken in the western part of this dialect area in the vicinity of Serakòjce (Sierakowice),NA,NA,5,Lechosław Jocz,FALSE,kash1274,7,2,2,0,FALSE,FALSE,NA,,NA,NA,"Central dialect, around Sierakowice",75,3,2,0,0,NA,Kashubian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.35,17.89,FALSE,FALSE,FALSE,"Set on the village of Sierakowice, the largest town in the Central-West Kashubian dialect area"
218,175,51914,2,12,csb,3663,400,1,Kashubian,Kashubian,West Slavic minority language spoken in Poland. Central Kashubian as spoken in the western part of this dialect area in the vicinity of Serakòjce (Sierakowice),NA,NA,5,Lechosław Jocz,FALSE,kash1274,7,2,2,0,FALSE,FALSE,NA,,NA,NA,"Central dialect, around Sierakowice",75,3,2,0,0,NA,Kashubian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.35,17.89,FALSE,FALSE,FALSE,"Set on the village of Sierakowice, the largest town in the Central-West Kashubian dialect area"
219,175,51915,1,46,csb,3663,400,1,Kashubian,Kashubian,West Slavic minority language spoken in Poland. Central Kashubian as spoken in the western part of this dialect area in the vicinity of Serakòjce (Sierakowice),NA,NA,5,Lechosław Jocz,FALSE,kash1274,7,2,2,0,FALSE,FALSE,NA,,NA,NA,"Central dialect, around Sierakowice",75,3,2,0,0,NA,Kashubian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.35,17.89,FALSE,FALSE,FALSE,"Set on the village of Sierakowice, the largest town in the Central-West Kashubian dialect area"
430,314,51782,2,27,bsh,6981,100,0.92,KatavariEastern,Kâta-vari: Eastern,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari, of which the former is more conservative.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,east2308,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Eastern Kâta-vari dialect of Kâmkata-vari. ,20,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.674,71.344,FALSE,FALSE,FALSE,"Location of the main community, Barg-i Matâl (Břagʹamâṭol)."
429,314,51781,3,33,bsh,6981,100,0.92,KatavariEastern,Kâta-vari: Eastern,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari, of which the former is more conservative.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,east2308,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Eastern Kâta-vari dialect of Kâmkata-vari. ,20,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.674,71.344,FALSE,FALSE,FALSE,"Location of the main community, Barg-i Matâl (Břagʹamâṭol)."
188,141,51784,2,27,bsh,6981,150,1,KataVariEastern_Legacy,Kâta-vari: Eastern_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari, of which the former is more conservative.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,east2308,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Eastern Kâta-vari dialect of Kâmkata-vari. ,20,8,8,0,0,NA,Kata-viriEastern,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.674,71.344,FALSE,FALSE,FALSE,"Location of the main community, Barg-i Matâl (Břagʹamâṭol)."
187,141,51783,3,33,bsh,6981,150,1,KataVariEastern_Legacy,Kâta-vari: Eastern_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari, of which the former is more conservative.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,east2308,6,2,0,0,FALSE,FALSE,NA,,NA,NA,The Eastern Kâta-vari dialect of Kâmkata-vari. ,20,8,8,0,0,NA,Kata-viriEastern,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.674,71.344,FALSE,FALSE,FALSE,"Location of the main community, Barg-i Matâl (Břagʹamâṭol)."
432,315,51788,2,27,bsh,6981,100,0.92,KatavariKtivi,Kâta-vari: Ktivi,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari.  Among other changes, Western Kâta-vari has lost vocalic nasalization, which is retained in the other dialects.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,west2372,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"The Western Kâta-vari dialect of Kâmkata-vari, as spoken in the Ktivi Valley of central Nûristân.",25,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.314,70.743,FALSE,FALSE,FALSE,"Location of the main community, Kântivâ (Ktʹivi)."
431,315,51787,3,33,bsh,6981,100,0.92,KatavariKtivi,Kâta-vari: Ktivi,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari.  Among other changes, Western Kâta-vari has lost vocalic nasalization, which is retained in the other dialects.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,west2372,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"The Western Kâta-vari dialect of Kâmkata-vari, as spoken in the Ktivi Valley of central Nûristân.",25,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.314,70.743,FALSE,FALSE,FALSE,"Location of the main community, Kântivâ (Ktʹivi)."
262,213,51786,2,27,bsh,6981,1000,1,KataVariKtivi_Legacy,Kâta-vari: Ktivi_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari.  Among other changes, Western Kâta-vari has lost vocalic nasalization, which is retained in the other dialects.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,west2372,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"The Western Kâta-vari dialect of Kâmkata-vari, as spoken in the Ktivi Valley of central Nûristân.",25,0,0,0,0,NA,Kata-variKtivi,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.314,70.743,FALSE,FALSE,FALSE,"Location of the main community, Kântivâ (Ktʹivi)."
261,213,51785,3,33,bsh,6981,1000,1,KataVariKtivi_Legacy,Kâta-vari: Ktivi_Legacy,"Kâmkata-vari comprises two major dialects, Kâmviri and Kâta-vari, named after the ethnonyms of their speakers, the Kom and the Kâta.  Kâta-vari itself comprises two major dialects, Eastern Kâta-vari and Western Kâta-vari.  Among other changes, Western Kâta-vari has lost vocalic nasalization, which is retained in the other dialects.  Kâmkata-vari has been misnamed ""Kati"" and ""Bashgali"" in older literature, without regard to the dialects.",NA,NA,5,Richard Strand,FALSE,west2372,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"The Western Kâta-vari dialect of Kâmkata-vari, as spoken in the Ktivi Valley of central Nûristân.",25,0,0,0,0,NA,Kata-variKtivi,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.314,70.743,FALSE,FALSE,FALSE,"Location of the main community, Kântivâ (Ktʹivi)."
216,174,51810,2,23,kho,5520,3300,0.24,Khotanese,Khotanese,"Eastern Middle Iranian of Khotan, Southern Silk Road (now Hotan in China)Written in South Turkestan Brahmi script",NA,NA,5,Martin Kümmel,FALSE,khot1251,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,20,7,0,0,0,NA,Khotanese,TRUE,FALSE,N,NA,NA,NA,1500,125,NA,NA,37.06,80.01,FALSE,FALSE,FALSE,"Set on Hotan, the capital of the Kingdom of Khotan, in which Khotanese was spoken."
215,174,51809,3,33,kho,6981,3300,0.24,Khotanese,Khotanese,"Eastern Middle Iranian of Khotan, Southern Silk Road (now Hotan in China)Written in South Turkestan Brahmi script",NA,NA,5,Martin Kümmel,FALSE,khot1251,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,20,7,0,0,0,NA,Khotanese,TRUE,FALSE,N,NA,NA,NA,1500,125,NA,NA,37.06,80.01,FALSE,FALSE,FALSE,"Set on Hotan, the capital of the Kingdom of Khotan, in which Khotanese was spoken."
370,284,51776,2,24,khw,5520,2500,0.69,Khowar,Khowar,"There is in fact only very slight dialect variation considering how widespread the language is, but due to only recent expansion.",NA,NA,5,Asfar Ali Khan and Henrik Liljegren,FALSE,khow1242,6,1,0,NA,FALSE,FALSE,NA,,NA,NA,Khowar of Mastuj,86,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.28,72.515,FALSE,FALSE,FALSE,"Set on Mastuj (Chitral district), one of the oldest centres of the language and home of the main language consultant for these IE-CoR data."
369,284,51775,3,33,khw,6981,2500,0.69,Khowar,Khowar,"There is in fact only very slight dialect variation considering how widespread the language is, but due to only recent expansion.",NA,NA,5,Asfar Ali Khan and Henrik Liljegren,FALSE,khow1242,6,1,0,NA,FALSE,FALSE,NA,,NA,NA,Khowar of Mastuj,86,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.28,72.515,FALSE,FALSE,FALSE,"Set on Mastuj (Chitral district), one of the oldest centres of the language and home of the main language consultant for these IE-CoR data."
375,287,51806,2,23,xco,5520,2500,0.67,Khwarazmian,Khwarazmian,,NA,NA,5,Adam Benkato,FALSE,khwa1238,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,16,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,850,75,NA,NA,42.3,59.15,FALSE,FALSE,FALSE,"Set in the area formerly of the lower reaches of the river Amu Darya (Oxus) south of the Aral Sea, ancient Khwarazmia."
374,287,51805,3,33,xco,6981,2500,0.67,Khwarazmian,Khwarazmian,,NA,NA,5,Adam Benkato,FALSE,khwa1238,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,16,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,850,75,NA,NA,42.3,59.15,FALSE,FALSE,FALSE,"Set in the area formerly of the lower reaches of the river Amu Darya (Oxus) south of the Aral Sea, ancient Khwarazmia."
302,242,51854,2,23,zum,5520,1100,0.68,Kumzari,Kumzari,,NA,NA,5,Erik Anonby,FALSE,kumz1235,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,89,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,26.34,56.41,FALSE,FALSE,FALSE,"These are the coordinates for the town of Kumzar, the historical, political and cultural centre of the language."
301,242,51853,3,33,zum,6981,1100,0.68,Kumzari,Kumzari,,NA,NA,5,Erik Anonby,FALSE,kumz1235,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,89,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,26.34,56.41,FALSE,FALSE,FALSE,"These are the coordinates for the town of Kumzar, the historical, political and cultural centre of the language."
350,273,51826,2,23,ckb,5520,500,0.87,KurdishCJafi,Kurdish C.: Jafi,,NA,NA,5,"Masoud Mohammadirad, Raheleh Izadifar, and Geoffrey Haig",FALSE,cent1972,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Jafi dialect of Javanrud,63,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.8,46.5,FALSE,FALSE,FALSE,"Set at Javanrud, Kermanshah province, Iran, provenance of the speaker from whom the data was elicited"
349,273,51825,3,33,ckb,6981,500,0.87,KurdishCJafi,Kurdish C.: Jafi,,NA,NA,5,"Masoud Mohammadirad, Raheleh Izadifar, and Geoffrey Haig",FALSE,cent1972,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Jafi dialect of Javanrud,63,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.8,46.5,FALSE,FALSE,FALSE,"Set at Javanrud, Kermanshah province, Iran, provenance of the speaker from whom the data was elicited"
155,118,51824,2,23,kmr,5520,1700,1,KurdishNBahdini,Kurdish N.: Bahdini,Northern Kurdish (Kurmanji),NA,NA,5,Baydaa Mustafa and Geoffrey Haig,FALSE,nort2641,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,61,7,0,0,0,NA,Kurdish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.87,42.95,FALSE,FALSE,FALSE,"Set at Duhok, Iraq, main urban location in which this variety is spoken"
154,118,51823,3,33,kmr,6981,1700,1,KurdishNBahdini,Kurdish N.: Bahdini,Northern Kurdish (Kurmanji),NA,NA,5,Baydaa Mustafa and Geoffrey Haig,FALSE,nort2641,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,61,7,0,0,0,NA,Kurdish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.87,42.95,FALSE,FALSE,FALSE,"Set at Duhok, Iraq, main urban location in which this variety is spoken"
372,285,51828,2,23,sdh,5520,900,1,KurdishSElami,Kurdish S.: Elami,,NA,NA,5,Mojtaba Gheitasi and Erik Anonby,FALSE,sout2640,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Elami,65,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,33.64,46.43,FALSE,FALSE,FALSE,"These are the coordinates for Ilam, the town where the language data were collected."
371,285,51827,3,33,sdh,6981,900,1,KurdishSElami,Kurdish S.: Elami,,NA,NA,5,Mojtaba Gheitasi and Erik Anonby,FALSE,sout2640,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Elami,65,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,33.64,46.43,FALSE,FALSE,FALSE,"These are the coordinates for Ilam, the town where the language data were collected."
423,308,51830,2,23,sdh,5520,700,0.78,KurdishSQorveh,Kurdish S.: Qorveh,"Variety of Qorveh, Kurdistan province, Iran",NA,NA,0,Masoud Mohammadirad,FALSE,sout2640,6,3,0,0,FALSE,FALSE,NA,,NA,NA,"Qorveh, Kurdistan province, Iran",67,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.168,47.801,FALSE,FALSE,FALSE,"Coder was born and grew up in Qorveh, Kurdistan province, Iran, and learnt this variety as his native tongue.  "
