AncestorClass,Language,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,most_recent,cladesOrder,clade_id,iso_code,language_id,ascii_name,Meaning,Clade,Romanized,Native.Script,Phonemic,Phoenetic,Cognate.Set,Ancestor,Date,evolution_time
Proto-Indo-European,Tati,5520,650,0.88,0,2,23,tks,277,Tati,tongue,Iranic,zobon,,zobon,,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Sardinian: Nuoro,5564,550,1,0,3,5,src,63,SardinianNuoro,tongue,Italic,limma,,ˈlimma,ˈlimma,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Pashto,5520,2550,0.63,0,2,23,pbu,292,Pashto,tongue,Iranic,jaba,جبه,d͡ʒəba,ˈd͡ʒə.ba,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Slovak,3663,400,0.99,0,3,11,slk,66,Slovak,tongue,Slavic,jazyk,,ˈjazik,ˈjɑ̈zik,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Portuguese,5564,950,1,0,3,5,por,56,Portuguese,tongue,Italic,lingua,,ˈlĩŋɡuɐ,ˈlĩŋɡuɐ,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Slovene,3663,150,0.99,0,3,11,slv,97,Slovene,tongue,Slavic,jezik,,ˈjɛ̀ːzik,ˈjɛ̀ːzik,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Vâsi-vari: Paṣki,6981,1600,1,0,2,27,prn,307,VasiVariPaski,tongue,Nuristani,luz′ug,,luzˈuɡ,luzˈuɣ,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Punjabi,5520,400,1,0,2,24,pan,266,Punjabi,tongue,Indic,jībʰ,ਜੀਭ,,,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Sorbian: Lower,3663,250,1,0,3,11,dsb,47,SorbianLower,tongue,Slavic,jězyk,,ˈjɪzɘ̟k,ˈjɪzɘ̟k,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Sorbian: Upper,3663,250,1,0,3,11,hsb,48,SorbianUpper,tongue,Slavic,jazyk,,ˈjazɘ̟k,ˈjɑ̈zɘ̟k,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Wakhi,5520,1550,1,0,2,23,wbl,75,Wakhi,tongue,Iranic,zik,,zik,,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Yaghnobi,5520,1800,1,0,2,23,yai,208,Yaghnobi,tongue,Iranic,zivṓk,zivṓk,,,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Raji: Barzoki,5520,750,1,0,2,23,,291,RajiBarzoki,tongue,Iranic,zeʋun,,zeʋun,zeβ̞ũ,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Spanish,5564,800,0.81,0,3,5,spa,68,Spanish,tongue,Italic,lengua,,ˈlenɡwa,ˈleŋɡwa,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Russian,3663,700,1,0,3,11,rus,60,Russian,tongue,Slavic,âzyk,язык,jiˈzik,jɪˈzɨk,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Ukrainian,3663,200,1,0,3,11,ukr,73,Ukrainian,tongue,Slavic,âzik,язик,jaˈzɪk,jɐˈzɪk,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Sinhalese,5520,3050,1,0,2,24,sin,65,Sinhalese,tongue,Indic,diva,දිව,,,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Swedish,4889,600,0.95,0,3,1,swe,69,Swedish,tongue,Germanic,tunga,,,ˈtɵ̀ŋːa,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Saṇu-viri: Wâmâ,6981,NA,NA,0,2,27,ask,317,SanuviriWama,tongue,Nuristani,ž′uː,,ʒˈʉː,ʒˈʉː,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Slovene: Kostel,3663,150,0.99,0,3,11,slv,260,SloveneKostel,tongue,Slavic,jezik,,ˈjɛːze̝k,ˈjɛːze̝k,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Proto-Indo-European,Walloon,5564,600,0.98,0,3,5,wln,76,Walloon,tongue,Italic,linwe,,lẽu̯,lẽu̯,*dn̥g̑ʰu̯éh₂- [Proto-Indo-European],dn̥g̑ʰu̯éh₂,8120,8120
Celtic,Gaulish,4889,2800,0.79,2050,3,15,xtg,140,Gaulish,earth,Celtic,diarā,,,,doar [(Celtic)],doar,3250,1200
Celtic,Middle Cornish,4889,850,1,650,3,15,cnx,231,MiddleCornish,earth,Celtic,dor,,doːr,,doar [(Celtic)],doar,3250,2600
Celtic,Middle Breton,4889,650,1,450,3,15,xbm,172,MiddleBreton,earth,Celtic,douar,,,ˈduːar,doar [(Celtic)],doar,3250,2800
Celtic,Late Cornish,4889,850,1,300,3,15,cor,230,LateCornish,earth,Celtic,doar,,doːr,,doar [(Celtic)],doar,3250,2950
Celtic,Breton: Gwened,4889,400,1,0,3,15,bre,234,BretonGwened,earth,Celtic,douar,,,dwäːɾ,doar [(Celtic)],doar,3250,3250
Celtic,Breton: Treger,4889,400,1,0,3,15,bre,229,BretonTreger,earth,Celtic,douar,,ˈdu-ar,ˈduː-aɹ,doar [(Celtic)],doar,3250,3250
Proto-Slavic,Polabian,3663,650,1,300,3,11,pox,176,Polabian,tree,Slavic,dǫb,,dumb,dumb,*dǫb- [Proto-Slavic],dǫb,2500,2200
Middle English,English,4889,1250,1,0,3,1,eng,22,English,dog,Germanic,dog,,dɔɡ,,dogge [Middle English],dogge,600,600
Indic,Marathi,6981,1750,1,0,2,24,mar,50,Marathi,head,Indic,ḍokaṁ,डोकं,,ɖok,*ḍoka- [Indic],ḍoka,4400,4400
Assamese,Assamese,5520,650,1,0,2,24,asm,272,Assamese,throw,Indic,dôliẏoi diẏā,দলিয়'ই দিয়া,,dɔlijoj dijɑ,dôliẏoi diẏā [Assamese],dôliẏoi,650,650
Gawarbati,Gawarbati,6981,1950,0.98,0,2,24,gwt,288,Gawarbati,thigh,Indic,dom,دوم,dom,d̪oːm,dom [Gawarbati],dom,1950,1950
Iranic,Wakhi,5520,1550,1,0,2,23,wbl,75,Wakhi,back,Iranic,dam,,dam,,dom [(Iranic)],dom,3550,3550
Iranic,Sarikoli,5520,1550,1,0,2,23,srh,296,Sarikoli,back,Iranic,dom,,dom,,dom [(Iranic)],dom,3550,3550
Old Irish,Gaelic: Irish,4889,1000,1,0,3,15,gle,38,GaelicIrish,bad,Celtic,dona,,ˈdˠənˠə,ˈd̪ˠʊnˠə,don [Old Irish],don,1600,1600
Old Irish,Gaelic: Scottish,4889,600,1,0,3,15,gla,115,GaelicScottish,bad,Celtic,dona,,dɔnə,,don [Old Irish],don,1600,1600
Late Cornish,Late Cornish,4889,850,1,300,3,15,cor,230,LateCornish,lake,Celtic,dour,,dowr,,dour [Late Cornish],dour,850,550
Indic,Gawri,5520,1200,1,0,2,24,gwc,290,Gawri,pull,Indic,läkūg,لٞکُوگ,lakuːɡ LH,l̪ɛˈkuːɡ̥,*drakk- [Indic],drakk,4400,4400
Indic,Gawarbati,6981,1950,0.98,0,2,24,gwt,288,Gawarbati,pull,Indic,likaašik,لِکاشِک,likaːɕik,l̪ikaˑˈɕik,*drakk- [Indic],drakk,4400,4400
Indic,Palula,5520,1200,1,0,2,24,phl,219,Palula,pull,Indic,dhrakíi,دھرکی,drhakíi,d̪ɾa̤ˈkiː,*drakk- [Indic],drakk,4400,4400
Proto-Indo-Iranic,Khotanese,5520,3300,0.24,1500,2,23,kho,174,Khotanese,hair,Iranic,dro,,droː,drɔː,*drau̯- [Proto-Indo-Iranic],drau̯,5600,4100
Proto-Indo-Iranic,Kalaṣa-alâ: Nišeigrâm,6981,750,0.78,0,2,27,wbk,216,KalasaAlaNiseigram_Legacy,hair,Nuristani,dru,,dɾˈu,dɾˈu,*drau̯- [Proto-Indo-Iranic],drau̯,5600,5600
Proto-Indo-Iranic,Yaghnobi,5520,1800,1,0,2,23,yai,208,Yaghnobi,hair,Iranic,diraw,,,,*drau̯- [Proto-Indo-Iranic],drau̯,5600,5600
Proto-Germanic,Old English,4889,1250,1,1050,3,1,ang,298,OldEnglish,dry,Germanic,drȳġe,,ˈdryːje,ˈdryːje,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,2700
Proto-Germanic,Middle Dutch,4889,950,0.91,800,3,1,dum,300,MiddleDutch,dry,Germanic,droghe,,ˈdroːɣə,ˈdroːɣə,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,2950
Proto-Germanic,Middle High German,4889,1100,0.68,750,3,1,gmh,299,MiddleHighGerman,dry,Germanic,trucken,,ˈtrukkən,ˈtrukkən,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3000
Proto-Germanic,Dutch,4889,400,0.76,0,3,1,nld,21,Dutch,dry,Germanic,droog,,,droχ,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,German,6981,1200,1,0,3,1,deu,27,German,dry,Germanic,trocken,,ˈtʁɔkən,ˈtʁ̥ɔkŋ̍,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,German: Bernese,4889,200,1,0,3,1,gsw,263,GermanBernese,dry,Germanic,troche,,trɔxxə,trɔxxə,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,Luxembourgish,4889,400,1,0,3,1,ltz,120,Luxembourgish,dry,Germanic,dréchen,,ˈdʀəʃən,ˈdʀəʃən,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,Old High German,4889,1400,0.96,0,3,1,goh,295,OldHighGerman,dry,Germanic,trokkan,,ˈtrokkan,ˈtrokkan,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,Frisian,4889,500,1,0,3,1,frs,26,Frisian,dry,Germanic,drûch,,,drux,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,English,4889,1250,1,0,3,1,eng,22,English,dry,Germanic,dry,,dɹaɪ,,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Germanic,Flemish,4889,400,0.76,0,1,2,vls,24,Flemish,dry,Germanic,droog,,,,*draugja- ~ *drūgja- ~ *drukknu- [Proto-Germanic],draugja,3750,3750
Proto-Indo-Iranic,Khotanese,5520,3300,0.24,1500,2,23,kho,174,Khotanese,bite,Iranic,drvīdä,,dru̯iːdə,dɾwiːdə,*drau̯H [Proto-Indo-Iranic],drau̯H,5600,4100
Proto-Germanic,Old English,4889,1250,1,1050,3,1,ang,298,OldEnglish,fear,Germanic,drǣdan,,ˈdræːdɑn,ˈdræːdɑn,*drēdan- [Proto-Germanic],drēdan,3750,2700
Proto-Indo-European,Middle Persian,5520,2200,1,1650,2,23,xmn,178,MiddlePersian,tree,Iranic,draxt,drxt,draxt,draxt,*dregʰ- [Proto-Indo-European],dregʰ,8120,6470
Proto-Indo-European,Bakhtiari,5520,850,0.96,0,2,23,bqi,257,Bakhtiari,tree,Iranic,derax,,deraχ,deɾaχ,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Balochi: Sistani,5520,1500,1,0,2,23,bgn,274,BalochiSistani,tree,Iranic,draxt,,dræxt,,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Delvari,5520,500,1,0,2,23,fay,280,Delvari,tree,Iranic,deræχt,,deræχt,,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Hawrami,5520,500,0.87,0,2,23,hac,282,Hawrami,tree,Iranic,draxt,,dɨræxt,,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Raji: Barzoki,5520,750,1,0,2,23,,291,RajiBarzoki,tree,Iranic,darax,,d̪aɾaχ,d̪aɾaχ,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Persian: Tehran,5520,750,0.38,0,2,23,pes,54,PersianTehran,tree,Iranic,deraxt,درخت,deɾaχt,deˈɾæxtʰ,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Tati,5520,650,0.88,0,2,23,tks,277,Tati,tree,Iranic,deraxt,,deræχt,,*dregʰ- [Proto-Indo-European],dregʰ,8120,8120
Proto-Indo-European,Gawarbati,6981,1950,0.98,0,2,24,gwt,288,Gawarbati,run,Indic,ɬapik,ݪپِک,ɬapik,ɬɜˈpik,*dreh₂- [Proto-Indo-European],dreh₂,8120,8120
Proto-Indo-European,Kamviri,6981,150,1,0,2,27,xvi,312,Kamviri,fly_V,Nuristani,unr′â-,,unɾˈa-,ʷundɾˈa-,*dreh₂- [Proto-Indo-European],dreh₂,8120,8120
Proto-Indo-European,Kâta-vari: Eastern,6981,100,0.92,0,2,27,bsh,314,KatavariEastern,fly_V,Nuristani,undr′â-,undr′a-,undrˈa-,undrˈa-,*dreh₂- [Proto-Indo-European],dreh₂,8120,8120
Proto-Indo-European,Palula,5520,1200,1,0,2,24,phl,219,Palula,run,Indic,utráapa,اُتراپہ,utráapa,uˈt̪ɾaːpa,*dreh₂- [Proto-Indo-European],dreh₂,8120,8120
Proto-Indo-European,Saṇu-viri: Wâmâ,6981,NA,NA,0,2,27,ask,317,SanuviriWama,fly_V,Nuristani,undr-,,ʉndɾ-,ʉndɾ-,*dreh₂- [Proto-Indo-European],dreh₂,8120,8120
Proto-Indo-European,Latin,5564,3550,1,2050,3,5,lat,112,Latin,sleep,Italic,dormīre,,dorˈmiːre,dorˈmiːre,*drem- [Proto-Indo-European],drem,8120,6070
Proto-Indo-European,Khotanese,5520,3300,0.24,1500,2,23,kho,174,Khotanese,forest,Iranic,haṃdramä,,handramə,hãdɾɐmə,*drem- [Proto-Indo-European],drem,8120,6620
Proto-Indo-European,Anglo-Norman,5564,1200,1,750,3,5,xno,203,AngloNorman,sleep,Italic,dormir,,,,*drem- [Proto-Indo-European],drem,8120,7370
Proto-Indo-European,Old Catalan,5564,850,1,750,3,5,cat,289,OldCatalan,sleep,Italic,dormir,,duɾˈmi,duɾˈmi,*drem- [Proto-Indo-European],drem,8120,7370
Proto-Indo-European,Old Occitan,5564,900,1,700,3,5,pro,283,OldOccitan,sleep,Italic,dormir,,,,*drem- [Proto-Indo-European],drem,8120,7420
Proto-Indo-European,Old Spanish,5564,800,0.81,700,3,5,osp,204,OldSpanish,sleep,Italic,dormir,,doɾˈmiɾ,,*drem- [Proto-Indo-European],drem,8120,7420
Proto-Indo-European,Dalmatian: Vegliote,5564,1100,0.24,150,3,5,dlm,207,DalmatianVegliote,sleep,Italic,dormér,,dorˈmer,,*drem- [Proto-Indo-European],drem,8120,7970
Proto-Indo-European,French,5564,300,0.99,0,3,5,fra,25,French,sleep,Italic,dormir,,dɔʁmiʁ,dɔʁmiːʁ,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Catalan,5564,850,1,0,3,5,cat,17,Catalan,sleep,Italic,dormir,,duɾˈmi,duɾˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Ladin,5564,1050,0.24,0,3,5,lld,42,Ladin,sleep,Italic,dormì,,dorˈmi,,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Franco-Provençal,5564,300,0.99,0,3,5,frp,220,FrancoProvencal,sleep,Italic,dreumi,,drøˈmi,drø̞ˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Italian,5564,300,1,0,3,5,ita,39,Italian,sleep,Italic,dormire,,dorˈmire,dorˈmiːɾe,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Friulian,5564,800,0.57,0,3,5,fur,122,Friulian,sleep,Italic,durmî,,durˈmiː,durˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Megleno-Romanian,5564,850,1,0,3,5,ruq,281,MeglenoRomanian,sleep,Italic,durmíri,,,,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Sardinian: Logudoro,5564,550,1,0,3,5,src,62,SardinianLogudoro,sleep,Italic,drommire,,dromˈmiːrɛ,dromˈmiːrɛ,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Milanese,5564,300,1,0,3,5,lmo,311,Milanese,sleep,Italic,durmìi,,durˈmi,,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Neapolitan,5564,750,0.59,0,3,5,nap,189,Neapolitan,sleep,Italic,rurmì,,rurˈmi,rurˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Portuguese,5564,950,1,0,3,5,por,56,Portuguese,sleep,Italic,dormir,,duɾˈmiɾ,duɾˈmiɾ,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Portuguese: Brazilian,5564,50,1,0,3,5,por,305,PortugueseBrazilian,sleep,Italic,dormir,,,,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Sardinian: Nuoro,5564,550,1,0,3,5,src,63,SardinianNuoro,sleep,Italic,(d)ormire,,dromˈmiːrɛ,dromˈmiːrɛ,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Tsakonian: Propontis,5310,400,1,0,3,21,tsd,188,TsakonianPropontis,run,Hellenic,dramṓ,δραμώ,ðraˈmo̞,ðraˈmo̞,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Romanian,5564,850,1,0,3,5,ron,59,Romanian,sleep,Italic,a dormi,,a dorˈmi,a doɾˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Spanish,5564,800,0.81,0,3,5,spa,68,Spanish,sleep,Italic,dormir,,doɾˈmiɾ,dɔɾˈmiɾ,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Walloon,5564,600,0.98,0,3,5,wln,76,Walloon,sleep,Italic,dwèrmi,,du̯ɛʁˈmi,du̯ɛʁˈmi,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Tsakonian: Peloponnese,5310,600,1,0,3,21,tsd,152,TsakonianPeloponnese,run,Hellenic,draníntou,δρανίντου,ðraˈɲintu,ðraˈɲindu,*drem- [Proto-Indo-European],drem,8120,8120
Proto-Indo-European,Bulgarian,3663,500,0.28,0,3,11,bul,15,Bulgarian,pull,Slavic,d″pram,дърпам,ˈdɤrpam,ˈdɤɾpəm,*drep- [Proto-Indo-European],drep,8120,8120
Proto-Indo-European,Czech,3663,400,0.99,0,3,11,ces,18,Czech,claw,Slavic,dráp,,draːp,drɑ̈ːp,*drep- [Proto-Indo-European],drep,8120,8120
Proto-Germanic,Icelandic,4889,1000,0.99,0,3,1,isl,36,Icelandic,kill,Germanic,drepa,,,ˈd̥rɛːpʰa,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Germanic,Faroese,4889,1100,1,0,3,1,fao,23,Faroese,kill,Germanic,drepa,,,ˈd̥ɹeːpa,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Germanic,Flemish,4889,400,0.76,0,1,2,vls,24,Flemish,hit,Germanic,treffen,,,,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Germanic,Norwegian: Nynorsk,4889,50,1,0,3,1,nno,304,NorwegianNynorsk,kill,Germanic,drepe,,ˈdʁɛːpɛ,ˈdʁɛːpə,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Germanic,Danish,4889,400,1,0,3,1,dan,20,Danish,kill,Germanic,dræbe,,,ˈdʁɛːbə,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Germanic,Norwegian: Bokmål,4889,50,1,0,3,1,nob,58,NorwegianBokmal,kill,Germanic,drepe,,ˈdrèːpɛ,ˈdɾèːpə,*drepan- [Proto-Germanic],drepan,3750,3750
Proto-Indo-European,Assamese,5520,650,1,0,2,24,asm,272,Assamese,run,Indic,dôurā,দৌৰা,,dɔuɹɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Bengali,5520,1500,0.71,0,2,24,ben,10,Bengali,run,Indic,dauṛāno,দৌড়ানো,,d̪õuɽano,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Bhojpuri,5520,550,0.99,0,3,33,bho,222,Bhojpuri,run,Indic,dauṛnā,दौड़ना,,d̪ɔɽnɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Maithili,5520,800,1,0,2,24,mai,111,Maithili,run,Indic,dauṛanā,दौड़ना,,dɔɽənɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Hindi,5520,200,1,0,2,24,hin,35,Hindi,run,Indic,dauṛanā,दौड़ना,d̪ɔɽnɑ,d̪ɔɽnɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Kashmiri,5520,2550,0.82,0,2,24,kas,40,Kashmiri,run,Indic,drɔṛon,دروڑُن,d̪rɔɽon,d̪rɔɽon,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Urdu,5520,200,1,0,2,24,urd,119,Urdu,run,Indic,dauṛnā,دوڑنا,,d̪ɔɾnɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Magahi,5520,750,0.51,0,2,24,mag,144,Magahi,run,Indic,dauranā,दौड़ना,,d̪əuɾənɑ,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Punjabi,5520,400,1,0,2,24,pan,266,Punjabi,run,Indic,dauṛnā,ਦੌੜਨਾ,,,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Indo-European,Nepali,5520,1400,0.49,0,2,24,nep,51,Nepali,run,Indic,dauḍanu,दौडनु,,d̪ʌuɾ̠nu,*dreu̯- [Proto-Indo-European],dreu̯,8120,8120
Proto-Germanic,Gothic,4889,2400,1,2650,3,1,got,303,Gothic,fall,Germanic,driusan,𐌳𐍂𐌹𐌿𐍃𐌰𐌽,ˈdriwsan,ˈdriwsan,*dreusan- [Proto-Germanic],dreusan,3750,1100
Proto-Iranic,Khotanese,5520,3300,0.24,1500,2,23,kho,174,Khotanese,bad,Iranic,dīra,,diːra,diːɾɐ,*drigu- [Proto-Iranic],drigu,4200,2700
Proto-Germanic,Gothic,4889,2400,1,2650,3,1,got,303,Gothic,drink,Germanic,drigkan,𐌳𐍂𐌹𐌲𐌺𐌰𐌽,ˈdrinkan,ˈdriŋkan,*drinkan- [Proto-Germanic],drinkan,3750,1100
Proto-Germanic,Old Saxon,4889,1500,1,1200,3,1,osx,297,OldSaxon,drink,Germanic,drinkan,,ˈdrinkan,ˈdriŋkan,*drinkan- [Proto-Germanic],drinkan,3750,2550
Proto-Germanic,Old English,4889,1250,1,1050,3,1,ang,298,OldEnglish,drink,Germanic,drincan,,ˈdrinkɑn,ˈdriŋkɑn,*drinkan- [Proto-Germanic],drinkan,3750,2700
Proto-Germanic,Old Icelandic,4889,1000,0.99,800,3,1,non,302,OldIcelandic,drink,Germanic,drekka,,ˈdrekːa,ˈdrekːa,*drinkan- [Proto-Germanic],drinkan,3750,2950
Proto-Germanic,Middle Dutch,4889,950,0.91,800,3,1,dum,300,MiddleDutch,drink,Germanic,drinken,,ˈdrinkən,ˈdriŋkən,*drinkan- [Proto-Germanic],drinkan,3750,2950
Proto-Germanic,Middle High German,4889,1100,0.68,750,3,1,gmh,299,MiddleHighGerman,drink,Germanic,trinken,,ˈtrinkən,ˈtrinkən,*drinkan- [Proto-Germanic],drinkan,3750,3000
Proto-Germanic,Old Frisian,4889,1200,0.72,650,1,2,ofs,301,OldFrisian,drink,Germanic,drinka,,ˈdrinka,ˈdriŋka,*drinkan- [Proto-Germanic],drinkan,3750,3100
Proto-Germanic,Old Swedish,4889,1150,0.53,650,3,1,swe,157,OldSwedish,drink,Germanic,drikka,,drikːa,ˈdrikːa,*drinkan- [Proto-Germanic],drinkan,3750,3100
Proto-Germanic,Icelandic,4889,1000,0.99,0,3,1,isl,36,Icelandic,drink,Germanic,drekka,,,ˈd̥rɛʰkːa,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Flemish,4889,400,0.76,0,1,2,vls,24,Flemish,drink,Germanic,drinken,,,,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Dutch,4889,400,0.76,0,3,1,nld,21,Dutch,drink,Germanic,drinken,,,ˈdrɪŋkə(n),*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Faroese,4889,1100,1,0,3,1,fao,23,Faroese,drink,Germanic,drekka,,,ˈd̥rɛʰkːa,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Danish,4889,400,1,0,3,1,dan,20,Danish,drink,Germanic,drikke,,,ˈdʁɛɡə,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Norwegian: Bokmål,4889,50,1,0,3,1,nob,58,NorwegianBokmal,drink,Germanic,drikke,,dɾɪ̀kːɛ,ˈdɾɪ̀kːə,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Norwegian: Nynorsk,4889,50,1,0,3,1,nno,304,NorwegianNynorsk,drink,Germanic,drikke,,ˈdʁɪkːɛ,ˈdʁɪkːə,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Old High German,4889,1400,0.96,0,3,1,goh,295,OldHighGerman,drink,Germanic,trinkan,,ˈtrinkan,ˈtrinkan,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Elfdalian,4889,650,0.95,0,3,1,ovd,145,Elfdalian,drink,Germanic,drikka,,ˈdrɪ̀kːɑ,ˈdrɪ̀kːɑ,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,Swedish,4889,600,0.95,0,3,1,swe,69,Swedish,drink,Germanic,dricka,,,ˈdrɪ̀kːa,*drinkan- [Proto-Germanic],drinkan,3750,3750
Proto-Germanic,English,4889,1250,1,0,3,1,eng,22,English,drink,Germanic,drink,,dɹɪŋk,,*drinkan- [Proto-Germanic],drinkan,3750,3750
